year,program,vote,Principal gender equality,Principal all climate,Principal disability,value
2020,"0117010 General Administration, Planning and Support Services","1166 State Department for Fisheries, Aquaculture & the Blue Economy ",FALSE,FALSE,FALSE,132766507
2020,"0117000 General Administration, Planning and Support Services","1166 State Department for Fisheries, Aquaculture & the Blue Economy ",FALSE,FALSE,FALSE,132766507
2020,0118010 Maritime Spatial Planning and Coastal Zone Management,"1166 State Department for Fisheries, Aquaculture & the Blue Economy ",FALSE,FALSE,FALSE,55879782
2020,0118020 Protection and Regulation of Marine Ecosystem and EEZ,"1166 State Department for Fisheries, Aquaculture & the Blue Economy ",FALSE,FALSE,FALSE,12988071
2020,0118030 Development and Management of Fishing Ports and its Infrastructure,"1166 State Department for Fisheries, Aquaculture & the Blue Economy ",FALSE,FALSE,FALSE,384230154
2020,"0118040 Blue Economy Policy, Strategy and Coordination","1166 State Department for Fisheries, Aquaculture & the Blue Economy ",FALSE,FALSE,FALSE,22342864
2020,0118050 Promotion of Kenya as a Centre for Agro based Blue Economy,"1166 State Department for Fisheries, Aquaculture & the Blue Economy ",FALSE,FALSE,FALSE,936456864
2020,0118000 Development and Coordination of the Blue Economy,"1166 State Department for Fisheries, Aquaculture & the Blue Economy ",FALSE,FALSE,FALSE,1411897735
2020,"0107010 Agricultural Policy, Legal and Regulatory Frameworks",1169 State Department for Crop Development & Agricultural Research,FALSE,FALSE,FALSE,4435726310
2020,0107020 Agricultural Planning and Financial Management,1169 State Department for Crop Development & Agricultural Research,FALSE,FALSE,FALSE,58377034
2020,0107000 General Administration Planning and Support Services,1169 State Department for Crop Development & Agricultural Research,FALSE,FALSE,FALSE,4494103344
2020,0108010 Land and Crops Development,1169 State Department for Crop Development & Agricultural Research,FALSE,FALSE,FALSE,16786854820
2020,0108020 Food Security Initiatives,1169 State Department for Crop Development & Agricultural Research,FALSE,FALSE,FALSE,8863446916
2020,0108030 Quality Assurance and Monitoring of Outreach Services,1169 State Department for Crop Development & Agricultural Research,FALSE,FALSE,FALSE,1935748731
2020,0108000 Crop Development and Management,1169 State Department for Crop Development & Agricultural Research,FALSE,FALSE,FALSE,27586050467
2020,0109010 Agribusiness and Market Development,1169 State Department for Crop Development & Agricultural Research,FALSE,FALSE,FALSE,1562237463
2020,0109020 Agricultural Information Management,1169 State Department for Crop Development & Agricultural Research,FALSE,FALSE,FALSE,48713165
2020,0109000 Agribusiness and Information Management,1169 State Department for Crop Development & Agricultural Research,FALSE,FALSE,FALSE,1610950628
2020,0120020 Crop Research & Development,1169 State Department for Crop Development & Agricultural Research,FALSE,FALSE,FALSE,5338843368
2020,0120030 Livestock Research & Development,1169 State Department for Crop Development & Agricultural Research,FALSE,FALSE,FALSE,1065500000
2020,0120000 Agricultural Research & Development,1169 State Department for Crop Development & Agricultural Research,FALSE,FALSE,FALSE,6404343368
2020,2500000 Subsidies,1173 State Department for Cooperatives,FALSE,FALSE,FALSE,3332786000
2020,2500000 Subsidies,1173 State Department for Cooperatives,FALSE,FALSE,FALSE,3332786000
2020,2500000 Subsidies,1173 State Department for Cooperatives,FALSE,FALSE,FALSE,3332786000
2020,0304010 Governance and Accountability,1173 State Department for Cooperatives,FALSE,FALSE,FALSE,71845785
2020,0304020 Co-operative Advisory Services,1173 State Department for Cooperatives,FALSE,FALSE,FALSE,569566929
2020,"0304030 Marketing, value addition and research",1173 State Department for Cooperatives,FALSE,FALSE,FALSE,321988170
2020,0304040 Cooperative Development and Investments,1173 State Department for Cooperatives,FALSE,FALSE,FALSE,5e+08
2020,0304050 General Administration and Support Services,1173 State Department for Cooperatives,FALSE,FALSE,FALSE,163148817
2020,0304000 Cooperative Development and Management,1173 State Department for Cooperatives,FALSE,FALSE,FALSE,1626549701
2020,0307010 Domestic Trade Development,1174 State Department for Trade,FALSE,FALSE,FALSE,74073720
2020,0307020 Fair Trade and Consumer Protection,1174 State Department for Trade,FALSE,FALSE,FALSE,458532337
2020,0307030 Exports Market Development,1174 State Department for Trade,FALSE,FALSE,FALSE,
2020,0307040 Regional Economic Integration Initiatives,1174 State Department for Trade,FALSE,FALSE,FALSE,100802700
2020,0307050 Entrepreneurial and Management Training,1174 State Department for Trade,FALSE,FALSE,FALSE,92213058
2020,0307060 International Trade,1174 State Department for Trade,FALSE,FALSE,FALSE,258459973
2020,"0307080 General Administration, Planning and Support Services",1174 State Department for Trade,FALSE,FALSE,FALSE,286742439
2020,"0307100 Exports Market Development, Promotion and Nation Branding",1174 State Department for Trade,FALSE,FALSE,FALSE,416600000
2020,0307000 Trade Development and Promotion,1174 State Department for Trade,FALSE,FALSE,FALSE,1687424227
2020,0301010 General Administration Planning and Support Services,1175 State Department for Industrialization,FALSE,FALSE,FALSE,1779303843
2020,0301000 General Administration Planning and Support Services,1175 State Department for Industrialization,FALSE,FALSE,FALSE,1779303843
2020,0302010 Promotion of Industrial Development and Investments,1175 State Department for Industrialization,FALSE,FALSE,FALSE,3116004486
2020,0302030 Promotion of Industrial Training,1175 State Department for Industrialization,FALSE,FALSE,FALSE,249801731
2020,0302000 Industrial Development and Investments,1175 State Department for Industrialization,FALSE,FALSE,FALSE,3365806217
2020,"0303010 Standardization, Metrology and conformity assessment",1175 State Department for Industrialization,FALSE,FALSE,FALSE,192060000
2020,0303020 Business financing & incubation for MSMEs,1175 State Department for Industrialization,FALSE,FALSE,FALSE,3143335437
2020,0303030 Promotion of Industrial Products,1175 State Department for Industrialization,FALSE,FALSE,FALSE,976000
2020,"0303040 Industrial Research, Development and Innovation",1175 State Department for Industrialization,FALSE,FALSE,FALSE,1247591458
2020,0303000 Standards and Business Incubation,1175 State Department for Industrialization,FALSE,FALSE,FALSE,4583962895
2020,"0910010 Policy, Planning and General administrative services",1184 State Department for Labour,FALSE,FALSE,FALSE,453920351
2020,0910000 General Administration Planning and Support Services,1184 State Department for Labour,FALSE,FALSE,FALSE,453920351
2020,0906010 Promotion of harmonious industrial relations,1184 State Department for Labour,FALSE,FALSE,FALSE,367592182
2020,0906020 Regulation of Trade Unions,1184 State Department for Labour,FALSE,FALSE,FALSE,15498086
2020,0906030 Provision of Occupational Safety and Health,1184 State Department for Labour,FALSE,FALSE,FALSE,322860330
2020,0906000 Promotion of the Best Labour Practice,1184 State Department for Labour,FALSE,FALSE,FALSE,705950598
2020,0907010 Human Resource Planning & Development,1184 State Department for Labour,FALSE,FALSE,FALSE,592916869
2020,0907020 Provision of Industrial Skills,1184 State Department for Labour,FALSE,FALSE,FALSE,2860940000
2020,0907030 Employment Promotion,1184 State Department for Labour,FALSE,FALSE,FALSE,359678153
2020,"0907040 Productivity Promotion, Measurement & improvement",1184 State Department for Labour,FALSE,FALSE,FALSE,75321063
2020,"0907000 Manpower Development, Employment and Productivity Management",1184 State Department for Labour,FALSE,FALSE,FALSE,3888856085
2020,0908010 Social Welfare and vocational rehabilitation,"1185 State Department for Social Protection, Pensions & Senior Citizens Affairs",FALSE,FALSE,FALSE,633015429
2020,0908020 Community Mobilization and development,"1185 State Department for Social Protection, Pensions & Senior Citizens Affairs",FALSE,FALSE,FALSE,668362560
2020,0908030 Child Community Support Services,"1185 State Department for Social Protection, Pensions & Senior Citizens Affairs",FALSE,FALSE,FALSE,1914722722
2020,0908040 Child Rehabilitation and Custody,"1185 State Department for Social Protection, Pensions & Senior Citizens Affairs",FALSE,FALSE,FALSE,471319356
2020,0908000 Social Development and Children Services,"1185 State Department for Social Protection, Pensions & Senior Citizens Affairs",FALSE,FALSE,FALSE,3687420067
2020,0909010 Social Assistance to Vulnerable Groups,"1185 State Department for Social Protection, Pensions & Senior Citizens Affairs",FALSE,FALSE,FALSE,28761804203
2020,0909000 National Social Safety Net,"1185 State Department for Social Protection, Pensions & Senior Citizens Affairs",FALSE,FALSE,FALSE,28761804203
2020,0914010 Administrative Support Services,"1185 State Department for Social Protection, Pensions & Senior Citizens Affairs",FALSE,FALSE,FALSE,205255284
2020,"0914000 General Administration, Planning and Support Services","1185 State Department for Social Protection, Pensions & Senior Citizens Affairs",FALSE,FALSE,FALSE,205255284
2020,1007010 Mining Policy Development and Coordination,1192  State Department for Mining,FALSE,FALSE,FALSE,278804260
2020,1007000 General Administration Planning and Support Services,1192  State Department for Mining,FALSE,FALSE,FALSE,278804260
2020,1009010 Mineral Resources Development,1192  State Department for Mining,FALSE,FALSE,FALSE,322424916
2020,1009020 Geological survey and mineral exploration,1192  State Department for Mining,FALSE,FALSE,FALSE,173071404
2020,1009000 Mineral Resources Management,1192  State Department for Mining,FALSE,FALSE,FALSE,495496320
2020,1021010 Geological Survey,1192  State Department for Mining,FALSE,FALSE,FALSE,154839230
2020,1021020 Geoinformation Management,1192  State Department for Mining,FALSE,FALSE,FALSE,2e+07
2020,1021000 Geological Survey and Geoinformation Management,1192  State Department for Mining,FALSE,FALSE,FALSE,174839230
2020,0215010 Oil and gas exploration,1193 State Department for Petroleum,FALSE,FALSE,FALSE,3869841991
2020,0215020 Distribution of petroleum and gas,1193 State Department for Petroleum,FALSE,FALSE,FALSE,3.7e+08
2020,0215030 General Administration and Support Services,1193 State Department for Petroleum,FALSE,FALSE,FALSE,147668787
2020,0215000 Exploration and Distribution of Oil and Gas,1193 State Department for Petroleum,FALSE,FALSE,FALSE,4387510778
2020,0306010 Tourism Promotion and Marketing,1202  State Department for Tourism,FALSE,FALSE,FALSE,1050277096
2020,0306020 Niche tourism product development and diversification,1202  State Department for Tourism,FALSE,FALSE,FALSE,2934852502
2020,0306030 Tourism Infrastructure Development,1202  State Department for Tourism,FALSE,FALSE,FALSE,3.901e+09
2020,0306040 Tourism Training& Capacity Building,1202  State Department for Tourism,FALSE,FALSE,FALSE,556270000
2020,0306050 General Administration Planning and Support Services,1202  State Department for Tourism,FALSE,FALSE,FALSE,528832381
2020,0306000 Tourism Development and Promotion,1202  State Department for Tourism,FALSE,FALSE,FALSE,8971231979
2020,"1019010 Wildlife Security, Conservation and Management",1203 State Department for Wildlife,FALSE,FALSE,FALSE,8585047020
2020,1019030 Administrative Services,1203 State Department for Wildlife,FALSE,FALSE,FALSE,216840490
2020,1019000 Wildlife Conservation and Management,1203 State Department for Wildlife,FALSE,FALSE,FALSE,8801887510
2020,0911010 Affirmative Action,1212 State Department for Gender,FALSE,FALSE,FALSE,2.13e+09
2020,0911000 Community Development,1212 State Department for Gender,FALSE,FALSE,FALSE,2.13e+09
2020,0912010 Gender Mainstreaming,1212 State Department for Gender,TRUE,FALSE,FALSE,247751467
2020,0912030 Gender and Socio-Economic Empowerment,1212 State Department for Gender,TRUE,FALSE,FALSE,687020000
2020,0912000 Gender Empowerment,1212 State Department for Gender,TRUE,FALSE,FALSE,934771467
2020,0913010 General Administration and Planning Services,1212 State Department for Gender,FALSE,FALSE,FALSE,202265121
2020,0913020 Gender County and Sub County Activities,1212 State Department for Gender,FALSE,FALSE,FALSE,84949890
2020,"0913000 General Administration, Planning and Support Services",1212 State Department for Gender,FALSE,FALSE,FALSE,287215011
2020,4100000 Financial Assets,1213 State Department for&#10;Public Service,FALSE,FALSE,FALSE,1e+08
2020,4100000 Financial Assets,1213 State Department for&#10;Public Service,FALSE,FALSE,FALSE,1e+08
2020,4100000 Financial Assets,1213 State Department for&#10;Public Service,FALSE,FALSE,FALSE,1e+08
2020,0710010 Human Resource Management,1213 State Department for&#10;Public Service,FALSE,FALSE,FALSE,4176859207
2020,0710020 Human Resource Development,1213 State Department for&#10;Public Service,FALSE,FALSE,FALSE,2339880382
2020,0710030 Management Consultancy Services,1213 State Department for&#10;Public Service,FALSE,FALSE,FALSE,80698785
2020,0710040 Huduma Kenya Service Delivery,1213 State Department for&#10;Public Service,FALSE,FALSE,FALSE,1145704136
2020,0710050 Performance Management,1213 State Department for&#10;Public Service,FALSE,FALSE,FALSE,56396319
2020,0710060 Public Service Reforms,1213 State Department for&#10;Public Service,FALSE,FALSE,FALSE,77563037
2020,0710000 Public Service Transformation,1213 State Department for&#10;Public Service,FALSE,FALSE,FALSE,7877101866
2020,0709010 Human Resources and Support Services,1213 State Department for&#10;Public Service,FALSE,FALSE,FALSE,379699083
2020,0709020 Financial Management Services,1213 State Department for&#10;Public Service,FALSE,FALSE,FALSE,26451283
2020,0709030 Information Communications Services,1213 State Department for&#10;Public Service,FALSE,FALSE,FALSE,1232111
2020,0709000 General Administration Planning and Support Services,1213 State Department for&#10;Public Service,FALSE,FALSE,FALSE,407382477
2020,0711010 National Youth Service,1214 State Department for&#10;Youth,FALSE,FALSE,FALSE,10185026300
2020,0711030 Youth Development Services,1214 State Department for&#10;Youth,FALSE,FALSE,FALSE,3014735534
2020,0711040 Youth Employment Scheme,1214 State Department for&#10;Youth,FALSE,FALSE,FALSE,359490000
2020,0711050 Youth Coordination and Representation,1214 State Department for&#10;Youth,FALSE,FALSE,FALSE,9.8e+07
2020,"0711070 General Administration, Planning and Support Services",1214 State Department for&#10;Youth,FALSE,FALSE,FALSE,189626335
2020,0711000 Youth Empowerment,1214 State Department for&#10;Youth,FALSE,FALSE,FALSE,13846878169
2020,0305010 East African Customs Union,1221 State Department for East African Community,FALSE,FALSE,FALSE,15525078
2020,0305020 East African Common Market,1221 State Department for East African Community,FALSE,FALSE,FALSE,433328421
2020,0305030 EAC Monetary Union,1221 State Department for East African Community,FALSE,FALSE,FALSE,17510706
2020,0305040 Kenya-South Sudan Advisory Services,1221 State Department for East African Community,FALSE,FALSE,FALSE,123992877
2020,0305070 Business Transformation,1221 State Department for East African Community,FALSE,FALSE,FALSE,17658437
2020,0305000 East African Affairs and Regional Integration,1221 State Department for East African Community,FALSE,FALSE,FALSE,608015519
2020,1013010 Integrated basin based Development,1222 State Department for&#10;Regional and Northern Corridor Development,FALSE,FALSE,FALSE,3342193797
2020,1013030 Management of Northern Corridor Integration,1222 State Department for&#10;Regional and Northern Corridor Development,FALSE,FALSE,FALSE,47480139
2020,"1013040 General Administration, Planning and Support Services",1222 State Department for&#10;Regional and Northern Corridor Development,FALSE,FALSE,FALSE,47520100
2020,1013000 Integrated Regional Development,1222 State Department for&#10;Regional and Northern Corridor Development,FALSE,FALSE,FALSE,3437194036
2020,0606010 Civil litigation and Promotion of legal ethical standards,1252 State Law Office and&#10;Department of Justice,FALSE,FALSE,FALSE,859399832
2020,"0606020 Legislations, Treaties and Advisory Services",1252 State Law Office and&#10;Department of Justice,FALSE,FALSE,FALSE,402449285
2020,0606030 Public Trusts and Estates management,1252 State Law Office and&#10;Department of Justice,FALSE,FALSE,FALSE,262592008
2020,0606040 Registration Services,1252 State Law Office and&#10;Department of Justice,FALSE,FALSE,FALSE,483269701
2020,0606050 Copyrights Protection,1252 State Law Office and&#10;Department of Justice,FALSE,FALSE,FALSE,
2020,0606000 Legal Services,1252 State Law Office and&#10;Department of Justice,FALSE,FALSE,FALSE,2007710826
2020,0607010 Governance Reforms,1252 State Law Office and&#10;Department of Justice,FALSE,FALSE,FALSE,353861236
2020,0607020 Constitutional and Legal Reforms,1252 State Law Office and&#10;Department of Justice,FALSE,FALSE,FALSE,616180264
2020,0607030 Legal Education Training and Policy,1252 State Law Office and&#10;Department of Justice,FALSE,FALSE,FALSE,944019711
2020,"0607000 Governance, Legal Training and Constitutional Affairs",1252 State Law Office and&#10;Department of Justice,FALSE,FALSE,FALSE,1914061211
2020,0609010 Transformation of Public legal services,1252 State Law Office and&#10;Department of Justice,FALSE,FALSE,FALSE,101602166
2020,0609020 Administrative services,1252 State Law Office and&#10;Department of Justice,FALSE,FALSE,FALSE,638532644
2020,"0609000 General Administration, Planning and Support Services",1252 State Law Office and&#10;Department of Justice,FALSE,FALSE,FALSE,740134810
2020,0611010 Ethics and Anti-Corruption,1271 Ethics and Anti- Corruption Commission,FALSE,FALSE,FALSE,3.113e+09
2020,0611000 Ethics and Anti-Corruption,1271 Ethics and Anti- Corruption Commission,FALSE,FALSE,FALSE,3.113e+09
2020,0804010 Security Intelligence,1281 National Intelligence Service,FALSE,FALSE,FALSE,3.9051e+10
2020,0804000 National Security Intelligence,1281 National Intelligence Service,FALSE,FALSE,FALSE,3.9051e+10
2020,0612010 Prosecution of criminal offences,1291 Office of the Director of Public Prosecutions,FALSE,FALSE,FALSE,2437227522
2020,0612050 General Administration Planning and Support Services,1291 Office of the Director of Public Prosecutions,FALSE,FALSE,FALSE,648775800
2020,0612000 Public Prosecution Services,1291 Office of the Director of Public Prosecutions,FALSE,FALSE,FALSE,3086003322
2020,4100000 Financial Assets,1311 Office of the Registrar of Political Parties,FALSE,FALSE,FALSE,8e+07
2020,4100000 Financial Assets,1311 Office of the Registrar of Political Parties,FALSE,FALSE,FALSE,8e+07
2020,4100000 Financial Assets,1311 Office of the Registrar of Political Parties,FALSE,FALSE,FALSE,8e+07
2020,0614010 Registration and regulation of political parties,1311 Office of the Registrar of Political Parties,FALSE,FALSE,FALSE,335561991
2020,0614020 Funding of political parties,1311 Office of the Registrar of Political Parties,FALSE,FALSE,FALSE,795240000
2020,0614030 Political parties liaison committee,1311 Office of the Registrar of Political Parties,FALSE,FALSE,FALSE,14990000
2020,"0614000 Registration, Regulation and Funding of Political Parties",1311 Office of the Registrar of Political Parties,FALSE,FALSE,FALSE,1145791991
2020,4100000 Financial Assets,1321 Witness Protection&#10;Agency,FALSE,FALSE,FALSE,14500000
2020,4100000 Financial Assets,1321 Witness Protection&#10;Agency,FALSE,FALSE,FALSE,14500000
2020,4100000 Financial Assets,1321 Witness Protection&#10;Agency,FALSE,FALSE,FALSE,14500000
2020,0615010 Witness Protection,1321 Witness Protection&#10;Agency,FALSE,FALSE,FALSE,472787500
2020,0615000 Witness Protection,1321 Witness Protection&#10;Agency,FALSE,FALSE,FALSE,472787500
2020,4100000 Financial Assets,2011 Kenya National&#10;Commission on Human Rights,FALSE,FALSE,FALSE,9e+06
2020,4100000 Financial Assets,2011 Kenya National&#10;Commission on Human Rights,FALSE,FALSE,FALSE,9e+06
2020,4100000 Financial Assets,2011 Kenya National&#10;Commission on Human Rights,FALSE,FALSE,FALSE,9e+06
2020,"0616010 Complaints, Investigations and redress",2011 Kenya National&#10;Commission on Human Rights,FALSE,FALSE,FALSE,400704556
2020,0616000 Protection and Promotion of Human Rights,2011 Kenya National&#10;Commission on Human Rights,FALSE,FALSE,FALSE,400704556
2020,"0119010 General Administration, Planning and Support Services",2021 National Land Commission,FALSE,FALSE,FALSE,1159050765
2020,0119020 Land Administration and Management,2021 National Land Commission,FALSE,FALSE,FALSE,47724780
2020,0119030 Public Land Information Management,2021 National Land Commission,FALSE,FALSE,FALSE,4918230
2020,0119040 Land Disputes and Conflict Resolution,2021 National Land Commission,FALSE,FALSE,FALSE,21632040
2020,0116000 Land Administration and Management,2021 National Land Commission,FALSE,FALSE,FALSE,1233325815
2020,4100000 Financial Assets,2031 Independent Electoral and Boundaries Commission,FALSE,FALSE,FALSE,15019221
2020,4100000 Financial Assets,2031 Independent Electoral and Boundaries Commission,FALSE,FALSE,FALSE,15019221
2020,4100000 Financial Assets,2031 Independent Electoral and Boundaries Commission,FALSE,FALSE,FALSE,15019221
2020,0617010 General Administration Planning and Support Services,2031 Independent Electoral and Boundaries Commission,FALSE,FALSE,FALSE,3409593868
2020,0617020 Voter Registration and Electoral Operations,2031 Independent Electoral and Boundaries Commission,FALSE,FALSE,FALSE,70839673
2020,0617030 Voter Education and Partnerships,2031 Independent Electoral and Boundaries Commission,FALSE,FALSE,FALSE,58344464
2020,0617040 Electoral Information and Communication Technology,2031 Independent Electoral and Boundaries Commission,FALSE,FALSE,FALSE,374562185
2020,0617000 Management of Electoral Processes,2031 Independent Electoral and Boundaries Commission,FALSE,FALSE,FALSE,3913340190
2020,0618010 Delimitation of Electoral Boundaries,2031 Independent Electoral and Boundaries Commission,FALSE,FALSE,FALSE,259544652
2020,0618000 Delimitation of Electoral Boundaries,2031 Independent Electoral and Boundaries Commission,FALSE,FALSE,FALSE,259544652
2020,4100000 Financial Assets,2061 The Commission on Revenue Allocation,FALSE,FALSE,FALSE,11572594
2020,4100000 Financial Assets,2061 The Commission on Revenue Allocation,FALSE,FALSE,FALSE,11572594
2020,4100000 Financial Assets,2061 The Commission on Revenue Allocation,FALSE,FALSE,FALSE,11572594
2020,0737010 General Administration and Support Services,2061 The Commission on Revenue Allocation,FALSE,FALSE,FALSE,357912084
2020,0737020 Equitable Sharing of Revenues,2061 The Commission on Revenue Allocation,FALSE,FALSE,FALSE,5260000
2020,0737030 Public Financial Management,2061 The Commission on Revenue Allocation,FALSE,FALSE,FALSE,5382100
2020,0737040 Transitional Equalization,2061 The Commission on Revenue Allocation,FALSE,FALSE,FALSE,3421446
2020,0737000 Inter-Governmental Transfers and Financial Matters,2061 The Commission on Revenue Allocation,FALSE,FALSE,FALSE,371975630
2020,4100000 Financial Assets,2071 Public Service&#10;Commission,FALSE,FALSE,FALSE,26143820
2020,4100000 Financial Assets,2071 Public Service&#10;Commission,FALSE,FALSE,FALSE,26143820
2020,4100000 Financial Assets,2071 Public Service&#10;Commission,FALSE,FALSE,FALSE,26143820
2020,0725010 Administration,2071 Public Service&#10;Commission,FALSE,FALSE,FALSE,710052933
2020,0725020 Board Management Service,2071 Public Service&#10;Commission,FALSE,FALSE,FALSE,43401724
2020,"0725000 General Administration, Planning and Support Services",2071 Public Service&#10;Commission,FALSE,FALSE,FALSE,753454657
2020,0726010 Establishment and Management and Consultancy Service,2071 Public Service&#10;Commission,FALSE,FALSE,FALSE,53720054
2020,0726020 Human Resource Management,2071 Public Service&#10;Commission,FALSE,FALSE,FALSE,101277754
2020,0726030 Human Resource Development,2071 Public Service&#10;Commission,FALSE,FALSE,FALSE,1063265995
2020,0726000 Human Resource management and Development,2071 Public Service&#10;Commission,FALSE,FALSE,FALSE,1218263803
2020,0727010 Compliance and quality assurance,2071 Public Service&#10;Commission,FALSE,FALSE,FALSE,76581756
2020,"0727020 Ethics, Governance and National values",2071 Public Service&#10;Commission,FALSE,FALSE,FALSE,37421000
2020,0727000 Governance and National Values,2071 Public Service&#10;Commission,FALSE,FALSE,FALSE,114002756
2020,0744010 Performance and Productivity Management,2071 Public Service&#10;Commission,FALSE,FALSE,FALSE,39318784
2020,0744000 Performance and Productivity Management,2071 Public Service&#10;Commission,FALSE,FALSE,FALSE,39318784
2020,4100000 Financial Assets,2081 Salaries and&#10;Remuneration Commission,FALSE,FALSE,FALSE,5.5e+07
2020,4100000 Financial Assets,2081 Salaries and&#10;Remuneration Commission,FALSE,FALSE,FALSE,5.5e+07
2020,4100000 Financial Assets,2081 Salaries and&#10;Remuneration Commission,FALSE,FALSE,FALSE,5.5e+07
2020,0728010 Remuneration and Benefits management,2081 Salaries and&#10;Remuneration Commission,FALSE,FALSE,FALSE,459730000
2020,0728000 Salaries and Remuneration Management,2081 Salaries and&#10;Remuneration Commission,FALSE,FALSE,FALSE,459730000
2020,4100000 Financial Assets,2091 Teachers Service&#10;Commission,FALSE,FALSE,FALSE,5e+06
2020,4100000 Financial Assets,2091 Teachers Service&#10;Commission,FALSE,FALSE,FALSE,5e+06
2020,4100000 Financial Assets,2091 Teachers Service&#10;Commission,FALSE,FALSE,FALSE,5e+06
2020,0509010 Teacher Management- Primary,2091 Teachers Service&#10;Commission,FALSE,FALSE,FALSE,165543176334
2020,0509020 Teacher management - Secondary,2091 Teachers Service&#10;Commission,FALSE,FALSE,FALSE,87540779964
2020,0509030 Teacher management - Tertiary,2091 Teachers Service&#10;Commission,FALSE,FALSE,FALSE,3689425620
2020,0509000 Teacher Resource Management,2091 Teachers Service&#10;Commission,FALSE,FALSE,FALSE,256773381918
2020,0510010 Quality assurance and standards,2091 Teachers Service&#10;Commission,FALSE,FALSE,FALSE,2375049
2020,0510020 Teacher professional development,2091 Teachers Service&#10;Commission,FALSE,FALSE,FALSE,1744664
2020,0510030 Teacher capacity development,2091 Teachers Service&#10;Commission,FALSE,FALSE,FALSE,1001050164
2020,0510000 Governance and Standards,2091 Teachers Service&#10;Commission,FALSE,FALSE,FALSE,1005169877
2020,"0511010 Policy, Planning and Support Service",2091 Teachers Service&#10;Commission,FALSE,FALSE,FALSE,6613210381
2020,0511020 Field Services,2091 Teachers Service&#10;Commission,FALSE,FALSE,FALSE,198235431
2020,0511030 Automation of TSC Operations,2091 Teachers Service&#10;Commission,FALSE,FALSE,FALSE,302586530
2020,"0511000 General Administration, Planning and Support Services",2091 Teachers Service&#10;Commission,FALSE,FALSE,FALSE,7114032342
2020,0620010 Human Resource Management,2101 National Police&#10;Service Commission,FALSE,FALSE,FALSE,407094000
2020,0620030 Administration and Standards Setting,2101 National Police&#10;Service Commission,FALSE,FALSE,FALSE,147113020
2020,0620040 Counselling Management Services,2101 National Police&#10;Service Commission,FALSE,FALSE,FALSE,52120690
2020,0620000 National Police Service Human Resource Management,2101 National Police&#10;Service Commission,FALSE,FALSE,FALSE,606327710
2020,4100000 Financial Assets,2111 Auditor General,FALSE,FALSE,FALSE,4e+07
2020,4100000 Financial Assets,2111 Auditor General,FALSE,FALSE,FALSE,4e+07
2020,4100000 Financial Assets,2111 Auditor General,FALSE,FALSE,FALSE,4e+07
2020,0729010 CDF Audits,2111 Auditor General,FALSE,FALSE,FALSE,44541560
2020,0729020 County Governments Audit,2111 Auditor General,FALSE,FALSE,FALSE,693046900
2020,0729030 Specialized Audits,2111 Auditor General,FALSE,FALSE,FALSE,341653520
2020,0729040 National Government Audit,2111 Auditor General,FALSE,FALSE,FALSE,4145393400
2020,0729000 Audit Services,2111 Auditor General,FALSE,FALSE,FALSE,5224635380
2020,4100000 Financial Assets,2121 Office of the Controller of Budget,FALSE,FALSE,FALSE,172106300
2020,4100000 Financial Assets,2121 Office of the Controller of Budget,FALSE,FALSE,FALSE,172106300
2020,4100000 Financial Assets,2121 Office of the Controller of Budget,FALSE,FALSE,FALSE,172106300
2020,0730010 Authorization of withdrawal from public Funds,2121 Office of the Controller of Budget,FALSE,FALSE,FALSE,164552927
2020,0730020 Budget implementation and Monitoring,2121 Office of the Controller of Budget,FALSE,FALSE,FALSE,42770880
2020,0730030 General Administration Planning and Support Services,2121 Office of the Controller of Budget,FALSE,FALSE,FALSE,396228727
2020,0730040 Research & Development,2121 Office of the Controller of Budget,FALSE,FALSE,FALSE,19429672
2020,0730000 Control and Management of Public finances,2121 Office of the Controller of Budget,FALSE,FALSE,FALSE,622982206
2020,4100000 Financial Assets,2131 The Commission on Administrative Justice,FALSE,FALSE,FALSE,1e+08
2020,4100000 Financial Assets,2131 The Commission on Administrative Justice,FALSE,FALSE,FALSE,1e+08
2020,4100000 Financial Assets,2131 The Commission on Administrative Justice,FALSE,FALSE,FALSE,1e+08
2020,0731020 General Administration and Support Services,2131 The Commission on Administrative Justice,FALSE,FALSE,FALSE,330149467
2020,0731030 Administrative Justice Services,2131 The Commission on Administrative Justice,FALSE,FALSE,FALSE,137783657
2020,0731040 Access to Information Services,2131 The Commission on Administrative Justice,FALSE,FALSE,FALSE,26747602
2020,0731000 Promotion of Administrative Justice,2131 The Commission on Administrative Justice,FALSE,FALSE,FALSE,494680726
2020,4100000 Financial Assets,2141 National Gender and Equality Commission,FALSE,FALSE,FALSE,3.2e+07
2020,4100000 Financial Assets,2141 National Gender and Equality Commission,FALSE,FALSE,FALSE,3.2e+07
2020,4100000 Financial Assets,2141 National Gender and Equality Commission,FALSE,FALSE,FALSE,3.2e+07
2020,0621010 Legal Compliance and Redress,2141 National Gender and Equality Commission,TRUE,FALSE,FALSE,19337934
2020,0621020 Mainstreaming and Coordination,2141 National Gender and Equality Commission,TRUE,FALSE,FALSE,18165033
2020,"0621030 Public Education, Advocacy, And Research",2141 National Gender and Equality Commission,TRUE,FALSE,FALSE,21599011
2020,0621040 General Administration Planning and Support Services,2141 National Gender and Equality Commission,TRUE,FALSE,FALSE,370554974
