year,program,vote,Principal gender equality,Principal all climate,Principal disability,value
2022,0729010 CDF Audits,2111 Auditor General,FALSE,FALSE,FALSE,47465900
2022,0729020 County Governments Audit,2111 Auditor General,FALSE,FALSE,FALSE,834954700
2022,0729030 Specialized Audits,2111 Auditor General,FALSE,FALSE,FALSE,502302900
2022,0729040 National Government Audit,2111 Auditor General,FALSE,FALSE,FALSE,5513436500
2022,0729000 Audit Services,2111 Auditor General,FALSE,FALSE,FALSE,6898160000
2022,0730010 Authorization of withdrawal from public Funds,2121 Office of the Controller of Budget,FALSE,FALSE,FALSE,177404127
2022,0730020 Budget implementation and Monitoring,2121 Office of the Controller of Budget,FALSE,FALSE,FALSE,56734917
2022,0730030 General Administration Planning and Support Services,2121 Office of the Controller of Budget,FALSE,FALSE,FALSE,422132244
2022,0730040 Research & Development,2121 Office of the Controller of Budget,FALSE,FALSE,FALSE,46098712
2022,0730000 Control and Management of Public finances,2121 Office of the Controller of Budget,FALSE,FALSE,FALSE,702370000
2022,0731020 General Administration and Support Services,2131 The Commission on Administrative Justice,FALSE,FALSE,FALSE,517889843
2022,0731030 Administrative Justice Services,2131 The Commission on Administrative Justice,FALSE,FALSE,FALSE,166094551
2022,0731040 Access to Information Services,2131 The Commission on Administrative Justice,FALSE,FALSE,FALSE,40335606
2022,0731000 Promotion of Administrative Justice,2131 The Commission on Administrative Justice,FALSE,FALSE,FALSE,724320000
2022,0621010 Legal Compliance and Redress,2141 National Gender and Equality Commission,TRUE,FALSE,FALSE,16587141
2022,0621020 Mainstreaming and Coordination,2141 National Gender and Equality Commission,TRUE,FALSE,FALSE,23712663
2022,"0621030 Public Education, Advocacy and Research",2141 National Gender and Equality Commission,TRUE,FALSE,FALSE,18562204
2022,0621040 General Administration Planning and Support Services,2141 National Gender and Equality Commission,TRUE,FALSE,FALSE,424438992
2022,0621000 Promotion of Gender Equality and Freedom from Discrimination,2141 National Gender and Equality Commission,TRUE,FALSE,FALSE,483301000
2022,0622010 Policing Oversight Services,2151 Independent Policing Oversight Authority,FALSE,FALSE,FALSE,1024600000
2022,0622000 Policing Oversight Services,2151 Independent Policing Oversight Authority,FALSE,FALSE,FALSE,1024600000
2021,0702010 Management of Cabinet Affairs,1011 Executive Office of the President,FALSE,FALSE,FALSE,1360364386
2021,0702030 Resource Surveys and Remote Sensing,1011 Executive Office of the President,FALSE,TRUE,FALSE,186484372
2021,0702000 Cabinet Affairs,1011 Executive Office of the President,FALSE,FALSE,FALSE,1546848758
2021,0703010 State Corporations Advisory Services,1011 Executive Office of the President,FALSE,FALSE,FALSE,31807315
2021,0703030 Power of Mercy Advisory Services,1011 Executive Office of the President,FALSE,FALSE,FALSE,41294492
2021,0703060 Counter-Terrorism Advisory Services,1011 Executive Office of the President,FALSE,FALSE,FALSE,521109443
2021,0703070 Inspectorate of State Corporations,1011 Executive Office of the President,FALSE,FALSE,FALSE,94455221
2021,0703000 Government Advisory Services,1011 Executive Office of the President,FALSE,FALSE,FALSE,688666471
2021,0704010 Coordination of State House Functions,1011 Executive Office of the President,FALSE,FALSE,FALSE,3687764895
2021,0704020 Administration of Statutory benefits for the retired Presidents,1011 Executive Office of the President,FALSE,FALSE,FALSE,294031030
2021,0704000 State House Affairs,1011 Executive Office of the President,FALSE,FALSE,FALSE,3981795925
2021,0734010 General Administration and Support Services,1011 Executive Office of the President,FALSE,FALSE,FALSE,419789248
2021,0734020 Coordination and Supervision,1011 Executive Office of the President,FALSE,FALSE,FALSE,998435284
2021,0734000 Deputy President Services,1011 Executive Office of the President,FALSE,FALSE,FALSE,1418224532
2021,0745010 General Administration and Support,1011 Executive Office of the President,FALSE,FALSE,FALSE,4163001977
2021,0745030 Metropolitan Health Services,1011 Executive Office of the President,FALSE,FALSE,FALSE,10401798859
2021,"0745040 Metropolitan Transport, Roads and Public Works",1011 Executive Office of the President,FALSE,FALSE,FALSE,6124985624
2021,"0745050 Metropolitan Lands, Housing, Planning and Development",1011 Executive Office of the President,FALSE,FALSE,FALSE,1471420755
2021,"0745060 Metropolitan Environment, Water, Waste and Ancillary Services",1011 Executive Office of the President,FALSE,TRUE,FALSE,2939165074
2021,"0745070 Metropolitan Energy, Reticulation and Public Lighting",1011 Executive Office of the President,FALSE,TRUE,FALSE,1859055004
2021,0745000 Nairobi Metropolitan Services,1011 Executive Office of the President,FALSE,FALSE,FALSE,26959427293
2021,0601010 Kenya Police Services,1021 State Department for Interior and Citizen Services,FALSE,FALSE,FALSE,53805436527
2021,0601020 Administration Police Services,1021 State Department for Interior and Citizen Services,FALSE,FALSE,FALSE,23572955347
2021,0601030 Criminal Investigation Services,1021 State Department for Interior and Citizen Services,FALSE,FALSE,FALSE,8190010681
2021,0601040 General-Paramilitary Service,1021 State Department for Interior and Citizen Services,FALSE,FALSE,FALSE,15003543153
2021,0601000 Policing Services,1021 State Department for Interior and Citizen Services,FALSE,FALSE,FALSE,100571945708
2021,"0602010 Planning, Policy Coordination and Support Service",1021 State Department for Interior and Citizen Services,FALSE,FALSE,FALSE,
2021,0602020 Betting Control and lottery Policy services,1021 State Department for Interior and Citizen Services,FALSE,FALSE,FALSE,
2021,0602030 Disaster Risk Reduction,1021 State Department for Interior and Citizen Services,FALSE,TRUE,FALSE,
2021,0602040 National Campaign against Drug and Substance Abuse,1021 State Department for Interior and Citizen Services,FALSE,FALSE,FALSE,
2021,"0602050 Peace Building, National Cohesion and Values",1021 State Department for Interior and Citizen Services,FALSE,FALSE,FALSE,
2021,0602060 Special Initiatives,1021 State Department for Interior and Citizen Services,FALSE,FALSE,FALSE,
2021,0602070 NGO Regulatory Services,1021 State Department for Interior and Citizen Services,FALSE,FALSE,FALSE,
2021,0602080 Government Chemist Services,1021 State Department for Interior and Citizen Services,FALSE,FALSE,FALSE,
2021,0602090 Crime Research,1021 State Department for Interior and Citizen Services,FALSE,FALSE,FALSE,
2021,"0602000 Planning, Policy Coordination and Support Service",1021 State Department for Interior and Citizen Services,FALSE,FALSE,FALSE,
2021,0603010 Government Printing Services,1021 State Department for Interior and Citizen Services,FALSE,FALSE,FALSE,744265604
2021,0603000 Government Printing Services,1021 State Department for Interior and Citizen Services,FALSE,FALSE,FALSE,744265604
2021,0605020 Immigration Services,1021 State Department for Interior and Citizen Services,FALSE,FALSE,FALSE,2730567437
2021,0605030 Refugee Affairs,1021 State Department for Interior and Citizen Services,FALSE,FALSE,FALSE,158674619
2021,0605000 Migration & Citizen Services Management,1021 State Department for Interior and Citizen Services,FALSE,FALSE,FALSE,2889242056
2021,0625010 Road Safety,1021 State Department for Interior and Citizen Services,FALSE,FALSE,FALSE,2725265215
2021,0625000 Road Safety,1021 State Department for Interior and Citizen Services,FALSE,FALSE,FALSE,2725265215
2021,0626010 National Registration Bureau,1021 State Department for Interior and Citizen Services,FALSE,FALSE,FALSE,3836627284
2021,0626020 Civil Registration Services,1021 State Department for Interior and Citizen Services,FALSE,FALSE,FALSE,875251062
2021,0626030 Integrated Personal Registration Services,1021 State Department for Interior and Citizen Services,FALSE,FALSE,FALSE,131340724
2021,0626000 Population Management Services,1021 State Department for Interior and Citizen Services,FALSE,FALSE,FALSE,4843219070
2021,0629010 National Government Coordination Services,1021 State Department for Interior and Citizen Services,FALSE,FALSE,FALSE,24745023758
2021,0629020 Betting Control & Lottery Policy Services,1021 State Department for Interior and Citizen Services,FALSE,FALSE,FALSE,108796724
2021,0629030 Disaster Risk Reduction,1021 State Department for Interior and Citizen Services,FALSE,TRUE,FALSE,35676213
2021,"0629040 Peace Building, National Cohesion and Values",1021 State Department for Interior and Citizen Services,FALSE,FALSE,FALSE,486906030
2021,0629050 Government Chemist Services,1021 State Department for Interior and Citizen Services,FALSE,FALSE,FALSE,376163743
2021,0629000 General Administration and Support Services,1021 State Department for Interior and Citizen Services,FALSE,FALSE,FALSE,25752566468
2021,0630010 National Campaign Against Drug and Substance Abuse,1021 State Department for Interior and Citizen Services,FALSE,FALSE,FALSE,629150000
2021,0630020 NGO Regulatory Services,1021 State Department for Interior and Citizen Services,FALSE,FALSE,FALSE,254550000
2021,0630030 Crime Research,1021 State Department for Interior and Citizen Services,FALSE,FALSE,FALSE,178900000
2021,0630000 Policy Coordination Services,1021 State Department for Interior and Citizen Services,FALSE,FALSE,FALSE,1062600000
2021,0604010 Offender Services,1023 State Department for Correctional Services,FALSE,FALSE,FALSE,
2021,0604020 Capacity Development,1023 State Department for Correctional Services,FALSE,FALSE,FALSE,
2021,0604040 Probation and After Care Service,1023 State Department for Correctional Services,FALSE,FALSE,FALSE,
2021,0604000 Correctional services,1023 State Department for Correctional Services,FALSE,FALSE,FALSE,
2021,"0623010 Planning, Policy Coordination and Support Service",1023 State Department for Correctional Services,FALSE,FALSE,FALSE,363352352
2021,"0623000 General Administration, Planning and Support Services",1023 State Department for Correctional Services,FALSE,FALSE,FALSE,363352352
2021,0627010 Offender Services,1023 State Department for Correctional Services,FALSE,FALSE,FALSE,26515137112
2021,0627020 Capacity Development,1023 State Department for Correctional Services,FALSE,FALSE,FALSE,707182888
2021,0627000 Prison Services,1023 State Department for Correctional Services,FALSE,FALSE,FALSE,27222320000
2021,0628010 Probation Services,1023 State Department for Correctional Services,FALSE,FALSE,FALSE,1874210042
2021,0628020 After Care Services,1023 State Department for Correctional Services,FALSE,FALSE,FALSE,198342974
2021,0628000 Probation & After Care Services,1023 State Department for Correctional Services,FALSE,FALSE,FALSE,2072553016
2021,0712010 Management of devolution affairs,1032 State Department for Devolution,FALSE,FALSE,FALSE,726911168
2021,0712020 Intergovernmental Relations,1032 State Department for Devolution,FALSE,FALSE,FALSE,709363811
2021,0712030 Capacity building and Civic Education,1032 State Department for Devolution,FALSE,FALSE,FALSE,1251653069
2021,0712050 Finance Management Services,1032 State Department for Devolution,FALSE,FALSE,FALSE,
2021,0712000 Devolution Services,1032 State Department for Devolution,FALSE,FALSE,FALSE,2687928048
2021,0732010 Human Resource and Support Services,1032 State Department for Devolution,FALSE,FALSE,FALSE,398082378
2021,0732020 Finance Management Services,1032 State Department for Devolution,FALSE,FALSE,FALSE,17834619
2021,0732030 Information Communication and Technology,1032 State Department for Devolution,FALSE,FALSE,FALSE,1490481
2021,"0732000 General Administration, Planning and Support Services",1032 State Department for Devolution,FALSE,FALSE,FALSE,417407478
2021,0713010 Relief & Rehabilitation,1032 State Department for Devolution,FALSE,FALSE,FALSE,138215594
2021,0713000 Special Initiatives,1032 State Department for Devolution,FALSE,FALSE,FALSE,138215594
2021,0733010 ASAL Development,1035 State Department for Development of the ASAL,FALSE,FALSE,FALSE,378537088
2021,0733020 Drought Management,1035 State Department for Development of the ASAL,FALSE,TRUE,FALSE,5848211416
2021,0733030 Administrative Services,1035 State Department for Development of the ASAL,FALSE,FALSE,FALSE,194795950
2021,0733040 Peace and Conflict Management,1035 State Department for Development of the ASAL,FALSE,FALSE,FALSE,3719672009
2021,0733000 Accelerated ASAL Development,1035 State Department for Development of the ASAL,FALSE,FALSE,FALSE,10141216463
2021,0801010 National Defense,1041 Ministry of Defence,FALSE,FALSE,FALSE,116866498176
2021,0801000 Defence,1041 Ministry of Defence,FALSE,FALSE,FALSE,116866498176
2021,0802010 Civil Aid,1041 Ministry of Defence,FALSE,FALSE,FALSE,7e+08
2021,0802000 Civil Aid,1041 Ministry of Defence,FALSE,FALSE,FALSE,7e+08
2021,0803010 Administrative and support services,1041 Ministry of Defence,FALSE,FALSE,FALSE,1875677001
2021,0803020 Defence Policy and Planning,1041 Ministry of Defence,FALSE,FALSE,FALSE,42780810
2021,0803030 Defence Cooperation and Diplomacy,1041 Ministry of Defence,FALSE,FALSE,FALSE,3e+07
2021,0803040 Defence Financial Management and Oversight,1041 Ministry of Defence,FALSE,FALSE,FALSE,36750000
2021,"0803000 General Administration, Planning and Support Services",1041 Ministry of Defence,FALSE,FALSE,FALSE,1985207811
2021,0805010 National Space Management,1041 Ministry of Defence,FALSE,FALSE,FALSE,2e+08
2021,0805000 National Space Management,1041 Ministry of Defence,FALSE,FALSE,FALSE,2e+08
2021,0714010 Administration services,1052 Ministry of Foreign Affairs,FALSE,FALSE,FALSE,2232826438
2021,0714000 General Administration Planning and Support Services,1052 Ministry of Foreign Affairs,FALSE,FALSE,FALSE,2232826438
2021,0715010 Management of Kenya missions abroad,1052 Ministry of Foreign Affairs,FALSE,FALSE,FALSE,13795199817
2021,0715020 Infrastructure Development for Missions,1052 Ministry of Foreign Affairs,FALSE,FALSE,FALSE,1499640000
2021,"0715030 Management of International Treaties, Agreements and Conventions",1052 Ministry of Foreign Affairs,FALSE,FALSE,FALSE,22810049
2021,0715040 Coordination of State Protocol,1052 Ministry of Foreign Affairs,FALSE,FALSE,FALSE,771622073
2021,0715050 Management of Diaspora and Consular Affairs,1052 Ministry of Foreign Affairs,FALSE,FALSE,FALSE,14476474
2021,0715060 International Relations and Cooperation,1052 Ministry of Foreign Affairs,FALSE,FALSE,FALSE,171183767
2021,0715000 Foreign Relation and Diplomacy,1052 Ministry of Foreign Affairs,FALSE,FALSE,FALSE,16274932180
2021,0741010 Economic and Commercial Cooperation,1052 Ministry of Foreign Affairs,FALSE,FALSE,FALSE,51823239
2021,0741000 Economic and Commercial Diplomacy,1052 Ministry of Foreign Affairs,FALSE,FALSE,FALSE,51823239
2021,0742010 Foreign Policy Research and Analysis,1052 Ministry of Foreign Affairs,FALSE,FALSE,FALSE,140415321
2021,0742020 Regional Technical Cooperation,1052 Ministry of Foreign Affairs,FALSE,FALSE,FALSE,1.2e+08
2021,"0742000 Foreign Policy Research, Capacity Dev and Technical Cooperation",1052 Ministry of Foreign Affairs,FALSE,FALSE,FALSE,260415321
2021,0505010 Technical Accreditation and Quality Assurance,1064 State Department for Vocational and Technical Training,FALSE,FALSE,FALSE,851500000
2021,0505020 Technical Trainers and Instructor Services,1064 State Department for Vocational and Technical Training,FALSE,FALSE,FALSE,17454285216
2021,0505030 Special Needs in Technical and Vocational Education,1064 State Department for Vocational and Technical Training,FALSE,FALSE,FALSE,160451052
2021,0505040 Infrastructure Development and Expansion,1064 State Department for Vocational and Technical Training,FALSE,FALSE,FALSE,4638436000
2021,0505000 Technical Vocational Education and Training,1064 State Department for Vocational and Technical Training,FALSE,FALSE,FALSE,23104672268
2021,0507010 Revitalization of Youth Polytechnics,1064 State Department for Vocational and Technical Training,FALSE,FALSE,FALSE,48666389
2021,0507000 Youth Training and Development,1064 State Department for Vocational and Technical Training,FALSE,FALSE,FALSE,48666389
2021,0508010 Headquarters Administrative Services,1064 State Department for Vocational and Technical Training,FALSE,FALSE,FALSE,142566414
2021,"0508000 General Administration, Planning and Support Services",1064 State Department for Vocational and Technical Training,FALSE,FALSE,FALSE,142566414
2021,0504010 University Education,1065 State Department for University Education,FALSE,FALSE,FALSE,76814542311
2021,0504020 Quality Assurance and Standards,1065 State Department for University Education,FALSE,FALSE,FALSE,309019997
2021,0504030 Higher Education Support Services,1065 State Department for University Education,FALSE,FALSE,FALSE,17105287324
2021,0504000 University Education,1065 State Department for University Education,FALSE,FALSE,FALSE,94228849632
2021,0506010 Research Management and Development,1065 State Department for University Education,FALSE,FALSE,FALSE,653277389
2021,0506020 Knowledge and Innovation Development and Commercialization,1065 State Department for University Education,FALSE,FALSE,FALSE,52875963
2021,0506030 Science and Technology Development and Promotion,1065 State Department for University Education,FALSE,FALSE,FALSE,234841804
2021,"0506000 Research, Science, Technology and Innovation",1065 State Department for University Education,FALSE,FALSE,FALSE,940995156
2021,0508010 Headquarters Administrative Services,1065 State Department for University Education,FALSE,FALSE,FALSE,242970516
2021,"0508000 General Administration, Planning and Support Services",1065 State Department for University Education,FALSE,FALSE,FALSE,242970516
2021,0501010 Free Primary Education,1066  State Department for Early Learning & Basic Education,FALSE,FALSE,FALSE,15251564932
2021,0501020 Special Needs Education,1066  State Department for Early Learning & Basic Education,FALSE,FALSE,FALSE,991659631
2021,0501040 Early Child Development and Education,1066  State Department for Early Learning & Basic Education,FALSE,FALSE,FALSE,18118066
2021,0501050 Primary Teachers Training and In-servicing,1066  State Department for Early Learning & Basic Education,FALSE,FALSE,FALSE,591358639
2021,0501060 Alternative Basic Adult & Continuing Education,1066  State Department for Early Learning & Basic Education,FALSE,FALSE,FALSE,79758520
2021,"0501070 School Health, Nutrition and Meals",1066  State Department for Early Learning & Basic Education,FALSE,FALSE,FALSE,1999693389
2021,0501080 Expanding Education Opportunities in ASALs,1066  State Department for Early Learning & Basic Education,FALSE,FALSE,FALSE,
2021,0501090 ICT Capacity Development,1066  State Department for Early Learning & Basic Education,FALSE,FALSE,FALSE,110200000
2021,0501000 Primary Education,1066  State Department for Early Learning & Basic Education,FALSE,FALSE,FALSE,19042353177
2021,0502020 Free Day Secondary Education,1066  State Department for Early Learning & Basic Education,FALSE,FALSE,FALSE,74481411464
2021,0502030 Secondary Teachers Education Services,1066  State Department for Early Learning & Basic Education,FALSE,FALSE,FALSE,348700000
2021,0502040 Secondary Teachers In-Service,1066  State Department for Early Learning & Basic Education,FALSE,FALSE,FALSE,189733300
2021,0502050 Special Needs education,1066  State Department for Early Learning & Basic Education,FALSE,FALSE,FALSE,2e+08
2021,0502000 Secondary Education,1066  State Department for Early Learning & Basic Education,FALSE,FALSE,FALSE,75219844764
2021,0503010 Curriculum Development,1066  State Department for Early Learning & Basic Education,FALSE,FALSE,FALSE,1388387569
2021,0503020 Examination and Certification,1066  State Department for Early Learning & Basic Education,FALSE,FALSE,FALSE,2026100000
2021,0503030 Co-Curriculum Activities,1066  State Department for Early Learning & Basic Education,FALSE,FALSE,FALSE,936524926
2021,0503000 Quality Assurance and Standards,1066  State Department for Early Learning & Basic Education,FALSE,FALSE,FALSE,4351012495
2021,0508010 Headquarters Administrative Services,1066  State Department for Early Learning & Basic Education,FALSE,FALSE,FALSE,1984502555
2021,0508020 County Administrative Services,1066  State Department for Early Learning & Basic Education,FALSE,FALSE,FALSE,2692595249
2021,"0508000 General Administration, Planning and Support Services",1066  State Department for Early Learning & Basic Education,FALSE,FALSE,FALSE,4677097804
2021,0508010 Headquarters Administrative Services,1068 State Department for Post Training and Skills Development,FALSE,FALSE,FALSE,112037035
2021,0508030 Financial Management Services,1068 State Department for Post Training and Skills Development,FALSE,FALSE,FALSE,16447315
2021,0508040 Planning and Monitoring Services,1068 State Department for Post Training and Skills Development,FALSE,FALSE,FALSE,7476983
2021,"0508000 General Administration, Planning and Support Services",1068 State Department for Post Training and Skills Development,FALSE,FALSE,FALSE,135961333
2021,0512010 Management of Skills Development,1068 State Department for Post Training and Skills Development,FALSE,FALSE,FALSE,24465469
2021,0512020 Work-Based Learning Services,1068 State Department for Post Training and Skills Development,FALSE,FALSE,FALSE,60552482
2021,0512000 Work Place Readiness Services,1068 State Department for Post Training and Skills Development,FALSE,FALSE,FALSE,85017951
2021,0513010 Management of National Skills Inventory,1068 State Department for Post Training and Skills Development,FALSE,FALSE,FALSE,14050756
2021,0513020 Skills and Employment Data-Based Management Services,1068 State Department for Post Training and Skills Development,FALSE,FALSE,FALSE,32969960
2021,0513000 Post Training Information Management,1068 State Department for Post Training and Skills Development,FALSE,FALSE,FALSE,47020716
2021,0203010 Rail Transport,1071 The National Treasury,FALSE,FALSE,FALSE,3.4494e+10
2021,0203000 Rail Transport,1071 The National Treasury,FALSE,FALSE,FALSE,3.4494e+10
2021,0204010 Marine Transport,1071 The National Treasury,FALSE,FALSE,FALSE,2.3214e+10
2021,0204000 Marine Transport,1071 The National Treasury,FALSE,FALSE,FALSE,2.3214e+10
2021,0717010 Administration Services,1071 The National Treasury,FALSE,FALSE,FALSE,35320006107
2021,0717020 Human Resources Management Services,1071 The National Treasury,FALSE,FALSE,FALSE,78786409
2021,0717030 Financial Services,1071 The National Treasury,FALSE,FALSE,FALSE,27200157135
2021,0717040 ICT Services,1071 The National Treasury,FALSE,FALSE,FALSE,61229476
2021,0717000 General Administration Planning and Support Services,1071 The National Treasury,FALSE,FALSE,FALSE,62660179127
2021,0718010 Resource Mobilization,1071 The National Treasury,FALSE,FALSE,FALSE,16483604654
2021,0718020 Budget Formulation Coordination and Management,1071 The National Treasury,FALSE,FALSE,FALSE,12608991947
2021,0718030 Audit Services,1071 The National Treasury,FALSE,FALSE,FALSE,741113289
2021,0718040 Accounting Services,1071 The National Treasury,FALSE,FALSE,FALSE,2804292698
2021,0718050 Supply Chain Management Services,1071 The National Treasury,FALSE,FALSE,FALSE,699507181
2021,0718060 Public Financial Management Reforms,1071 The National Treasury,FALSE,FALSE,FALSE,765789809
2021,0718070 Government Investment and Assets,1071 The National Treasury,FALSE,FALSE,FALSE,1278369716
2021,0718000 Public Financial Management,1071 The National Treasury,FALSE,FALSE,FALSE,35381669294
2021,"0719010 Fiscal Policy Formulation, Development and Management",1071 The National Treasury,FALSE,FALSE,FALSE,1408383134
2021,0719020 Debt Management,1071 The National Treasury,FALSE,FALSE,FALSE,130342861
2021,0719040 Microfinance Sector Support and Development,1071 The National Treasury,FALSE,FALSE,FALSE,5e+07
2021,0719000 Economic and Financial Policy Formulation and Management,1071 The National Treasury,FALSE,FALSE,FALSE,1588725995
2021,0720010 Elimination of Restrictive Trade Practices,1071 The National Treasury,FALSE,FALSE,FALSE,332100000
2021,0720000 Market Competition,1071 The National Treasury,FALSE,FALSE,FALSE,332100000
2021,0740010 Government Clearing Services,1071 The National Treasury,FALSE,FALSE,FALSE,74759553
2021,0740000 Government Clearing Services,1071 The National Treasury,FALSE,FALSE,FALSE,74759553
2021,0706010 Economic Planning Coordination services,1072 State Department for Planning,FALSE,FALSE,FALSE,225002472
2021,0706020 Community Development,1072 State Department for Planning,FALSE,FALSE,FALSE,41905426491
2021,0706030 Macro Economic policy planning and regional integration,1072 State Department for Planning,FALSE,FALSE,FALSE,626519631
2021,0706040 Policy Research,1072 State Department for Planning,FALSE,FALSE,FALSE,598780000
2021,0706050 Population Management Services,1072 State Department for Planning,FALSE,FALSE,FALSE,401332816
2021,"0706060 Infrastructure, science, technology and innovation",1072 State Department for Planning,FALSE,FALSE,FALSE,39055298
2021,0706070 Sectoral Policy and Planning,1072 State Department for Planning,FALSE,FALSE,FALSE,103487618
2021,0706000 Economic Policy and National Planning,1072 State Department for Planning,FALSE,FALSE,FALSE,43899604326
2021,0707010 Census and Surveys,1072 State Department for Planning,FALSE,FALSE,FALSE,1526975000
2021,0707020 Surveys,1072 State Department for Planning,FALSE,FALSE,FALSE,
2021,0707000 National Statistical Information Services,1072 State Department for Planning,FALSE,FALSE,FALSE,1526975000
2021,0708010 National Integrated Monitoring and Evaluation,1072 State Department for Planning,FALSE,FALSE,FALSE,254212648
2021,0708000 Public Investment Management Monitoring and Evaluation Services,1072 State Department for Planning,FALSE,FALSE,FALSE,254212648
2021,0709010 Human Resources and Support Services,1072 State Department for Planning,FALSE,FALSE,FALSE,238143620
2021,0709020 Financial Management Services,1072 State Department for Planning,FALSE,FALSE,FALSE,51023196
2021,0709030 Information Communications Services,1072 State Department for Planning,FALSE,FALSE,FALSE,15243376
2021,0709000 General Administration Planning and Support Services,1072 State Department for Planning,FALSE,FALSE,FALSE,304410192
2021,0401020 Non-communicable Disease Prevention & Control,1081 Ministry of Health,FALSE,FALSE,FALSE,476912624
2021,0401030 Reproductive Maternal Neo-natal Child & Adolescent Health-RMNCAH,1081 Ministry of Health,FALSE,FALSE,FALSE,7753933298
2021,0401040 Radiation Safety and Nuclear Security,1081 Ministry of Health,FALSE,FALSE,FALSE,1.57e+08
2021,0401050 Communicable Disease Control,1081 Ministry of Health,FALSE,FALSE,FALSE,7132247033
2021,0401080 Disease Surveillance and Response,1081 Ministry of Health,FALSE,FALSE,FALSE,9855335064
2021,0401090 Environmental Health,1081 Ministry of Health,FALSE,FALSE,FALSE,143591354
2021,"0401000 Preventive, Promotive & Reproductive Health",1081 Ministry of Health,FALSE,FALSE,FALSE,25519019373
2021,0402010 National Referral Services,1081 Ministry of Health,FALSE,FALSE,FALSE,35014718374
2021,0402040 Forensic and Diagnostics,1081 Ministry of Health,FALSE,FALSE,FALSE,1488984971
2021,0402050 Free Primary Healthcare,1081 Ministry of Health,FALSE,FALSE,FALSE,
2021,0402060 Health Infrastructure and Equipment,1081 Ministry of Health,FALSE,FALSE,FALSE,7.205e+09
2021,0402090 Health Products and Technologies,1081 Ministry of Health,FALSE,FALSE,FALSE,3990100000
2021,0402000 National Referral & Specialized Services,1081 Ministry of Health,FALSE,FALSE,FALSE,47698803345
2021,0403010 Capacity Building & Training (Pre Service & In Service),1081 Ministry of Health,FALSE,FALSE,FALSE,7460300000
2021,0403020 Research & Innovations on Health,1081 Ministry of Health,FALSE,FALSE,FALSE,2992700000
2021,0403000 Health Research and Development,1081 Ministry of Health,FALSE,FALSE,FALSE,1.0453e+10
2021,"0404010 Health Policy, Planning & Financing",1081 Ministry of Health,FALSE,FALSE,FALSE,1543041793
2021,"0404020 Health Standards, Quality Assurance & Standards",1081 Ministry of Health,FALSE,FALSE,FALSE,746901398
2021,0404030 National Quality Control Laboratories,1081 Ministry of Health,FALSE,FALSE,FALSE,103931856
2021,0404040 Human Resource Management and Development,1081 Ministry of Health,FALSE,FALSE,FALSE,4604349277
2021,"0404000 General Administration, Planning & Support Services",1081 Ministry of Health,FALSE,FALSE,FALSE,6998224324
2021,"0405040 Health Policy, Planning & Financing",1081 Ministry of Health,FALSE,FALSE,FALSE,16320495214
2021,0405050 Health Standards and Regulations,1081 Ministry of Health,FALSE,FALSE,FALSE,495891160
2021,0405070 Social Protection In Health,1081 Ministry of Health,FALSE,FALSE,FALSE,13604831214
2021,"0405000 Health Policy, Standards and Regulations",1081 Ministry of Health,FALSE,FALSE,FALSE,30421217588
2021,0202010 Construction of Roads and Bridges,1091 State Department for Infrastructure,FALSE,FALSE,FALSE,92226472788
2021,0202020 Rehabilitation of Roads,1091 State Department for Infrastructure,FALSE,FALSE,FALSE,41282952089
2021,0202030 Maintenance of Roads,1091 State Department for Infrastructure,FALSE,FALSE,FALSE,54077918367
2021,0202040 Design of Roads and Bridges,1091 State Department for Infrastructure,FALSE,FALSE,FALSE,
2021,"0202060 General Administration, Planning and Support Services",1091 State Department for Infrastructure,FALSE,FALSE,FALSE,7616283110
2021,0202000 Road Transport,1091 State Department for Infrastructure,FALSE,FALSE,FALSE,195203626354
2021,0201020 Human Resources and Support Services,1092 State Department for Transport,FALSE,FALSE,FALSE,263210405
2021,0201030 Financial Management Services,1092 State Department for Transport,FALSE,FALSE,FALSE,74601478
2021,0201040 Information Communications Services,1092 State Department for Transport,FALSE,FALSE,FALSE,3956684
2021,"0201000 General Administration, Planning and Support Services",1092 State Department for Transport,FALSE,FALSE,FALSE,341768567
2021,0203010 Rail Transport,1092 State Department for Transport,FALSE,FALSE,FALSE,
2021,0203000 Rail Transport,1092 State Department for Transport,FALSE,FALSE,FALSE,
2021,0204010 Marine Transport,1092 State Department for Transport,FALSE,FALSE,FALSE,1128705287
2021,0204000 Marine Transport,1092 State Department for Transport,FALSE,FALSE,FALSE,1128705287
2021,0205010 Air Transport,1092 State Department for Transport,FALSE,FALSE,FALSE,8945347789
2021,0205000 Air Transport,1092 State Department for Transport,FALSE,FALSE,FALSE,8945347789
2021,0216010 Road Safety,1092 State Department for Transport,FALSE,FALSE,FALSE,358678693
2021,0216000 Road Safety,1092 State Department for Transport,FALSE,FALSE,FALSE,358678693
2021,0220010 Administrative Services,1093 State Department for Shipping and Maritime,FALSE,FALSE,FALSE,264328656
2021,0220020 Shipping Affairs,1093 State Department for Shipping and Maritime,FALSE,FALSE,FALSE,92937424
2021,0220030 Maritime Affairs,1093 State Department for Shipping and Maritime,FALSE,FALSE,FALSE,2430239492
2021,0220000 Shipping and Maritime Affairs,1093 State Department for Shipping and Maritime,FALSE,FALSE,FALSE,2787505572
