keyword,s_a_score,p_a_score,s_m_score,p_m_score
d'électricité,0.0,0.0,0.0,0.0
decarbonization,0.6152495185011312,0.6120186812783542,0.9656129855858652,0.9682644825232657
deforestación,0.811589139699936,0.5526528913527727,0.9577082216739654,0.6849265620112419
deforestation,0.6131617760487423,0.47455385862404753,0.9321323825390475,0.7973456273602831
degradation,0.8242095804355972,0.6164612636959473,0.7901588457716678,0.5279468990909351
depleted,0.875209853053093,0.5252481726929545,0.5135348364710808,0.11909042409388344
depletion,0.848463474214077,0.5789623917778954,0.7314177799969912,0.3456850872840732
desalination,0.7666605962761517,0.5988649084907154,0.6620849640718822,0.3539159202723411
desert,0.722983333067252,0.43027222937402815,0.4543811692498051,0.1639880367841285
desertification,0.8695779158413866,0.5804304100629938,0.7755431125637229,0.40889989314529734
desierto,0.7001654505729675,0.1082799136638641,0.8819450736045837,0.3104351460933685
dessalement,0.9039870500564575,0.6845301985740662,0.6317545659840107,0.26088886428624386
disaster,0.9219395752454925,0.7744403646685756,0.42213115548858277,0.21906258711774443
disaster risk,0.9373506108772826,0.824198779421335,0.41691025130494813,0.23205035817451203
disasters,0.8951773239652382,0.701634118810723,0.44660416450908413,0.20087117535732005
diverse,0.7688537329205707,0.5049901114177112,0.6737770584335372,0.3677602532967185
diversified,0.895418737274714,0.5742172817819011,0.5915626818552996,0.24078003227268943
diversifying,0.8178565548411731,0.4974419116524273,0.5252191572096842,0.2342078512502384
drm,0.7670382401138022,0.5403084363870061,0.4282829551058903,0.2133689019338865
drought,0.9131166568901449,0.7342842269309853,0.4434291367134085,0.19927406383381588
drr,0.9105095897171949,0.7545388824432283,0.45353526593865573,0.22602098241851137
dryland,0.9193721519576179,0.810662536488639,0.7218236085441377,0.5568625286635426
drylands,0.9409619569778442,0.798360048021589,0.6250775209495,0.3739285300884928
durable,0.800365778141126,0.4718701426939753,0.7152825266014283,0.3066722858611785
durablement,0.8807873046789013,0.5645428108906404,0.7053134481682152,0.3401201285353144
durables,0.8868753925771327,0.6143598551207499,0.7176113738401516,0.379138173315221
déchets,0.8156592369079589,0.6267023014047971,0.8175655353527803,0.5437766200791184
déforestation,0.842387663763623,0.6802659443211417,0.906772120054378,0.7565938927406488
désert,0.8259199261665344,0.0782183036208152,0.4851607084274292,0.0144608877599239
early warning,0.8831254250503012,0.7761692912234659,0.4153862384014896,0.25904744631095256
ecological,0.8552756577185243,0.5280982352720403,0.6830686443164701,0.2945163444184885
ecologique,0.8830815042768206,0.6352202177846006,0.7841763836996896,0.40897152359996525
ecologiques,0.9563085317611695,0.9255296945571899,0.9089476466178894,0.7534120678901672
ecology,0.8362764974810043,0.48998427085297286,0.662028210061901,0.29019177937440854
ecosistema,0.8067735487764532,0.4785830373452468,0.9030746004798196,0.4876050515608354
ecosistemas,0.9161386013031005,0.7697821015492081,0.8993213251233101,0.6959064364433288
ecosystem,0.8468379686772823,0.5940412089650464,0.7341767444286277,0.42507135543862684
ecosystemen,0.9729177728295326,0.9187964648008347,0.7944308221340179,0.46898099407553673
ecosystems,0.8844751946916038,0.65361005628531,0.7276757173960048,0.42930828999325293
efficiency,0.5041068932291689,0.3343844936466586,0.8634389242470402,0.7097068911318968
electric,0.3991958635548751,0.36107178244062443,0.9495640668002042,0.9021031198402246
electricity,0.36814846690615705,0.2772367817510305,0.9392757569150678,0.8545985869067754
electricité,0.3235812094062567,0.2495408421382308,0.9741427376866341,0.928835678845644
electrification,0.3921055497307526,0.3050139885395765,0.9644880489299171,0.8866870582888001
electrique,0.3055871521884745,0.1687979684634642,0.9688536470586603,0.8717132806777954
elektronicznego,0.0,0.0,0.0,0.0
elektrycznej,0.0,0.0,0.0,0.0
elephant,0.674417044967413,0.3792237634770572,0.819683164358139,0.5713855931535363
elephants,0.785059031844139,0.24988418035209178,0.821583878993988,0.24742508195340635
emision,0.0,0.0,0.0,0.0
emisiones,0.4688173288272487,0.47065628485547173,0.9661015570163727,0.9501435226864285
emisión,0.3459759056568146,0.3792822360992431,0.9800527691841124,0.9861879944801332
emission,0.5241293953639445,0.5035555734646449,0.9462882864593279,0.9134751086310782
emissions,0.5193314531616006,0.48447121654917996,0.9499987021745743,0.9008679015382112
energetica,0.4775974056260152,0.3941428942436522,0.9616826989433982,0.8946963927962563
energetique,0.9559994339942932,0.8798670768737793,0.98307067155838,0.9310274124145508
energi,0.6551413647320172,0.5008346603239235,0.9080298373960469,0.7358405939762621
energia,0.5752665393882328,0.4225430970494118,0.8907882935471005,0.751589221176174
energie,0.3564582469844327,0.2153114829606079,0.940198827557957,0.8352386081975299
energies,0.30068824219482915,0.21439404181998084,0.9634580298706338,0.9112410619303032
energy,0.5118426032149034,0.38140146082046444,0.9203354225951553,0.7882370454599715
env,0.7851644963780536,0.5235375343362176,0.7396795806250994,0.4204240860299596
environment,0.7432430498219172,0.42223025493843735,0.7744244390991556,0.40724009788225746
environmental,0.7705446268632927,0.4540750900293017,0.7650514361441116,0.41779647724518304
environnement,0.8273268161833971,0.5322536348054806,0.7641882601483115,0.4209710955266552
environnementales,0.9168238537480132,0.6976192884448201,0.7519348059037719,0.44189876982133197
environnementaux,0.9279093646234081,0.7525213835059955,0.6738516771665184,0.4356870526267636
eolica,0.6123191937804222,0.54736790060997,0.8420432209968567,0.570307657122612
eolienne,0.0,0.0,0.0,0.0
exhaust,0.0,0.0,0.0,0.0
eólica,0.0,0.0,0.0,0.0
farm,0.8233269258652847,0.5077071692369084,0.5864319142124375,0.24702047426277196
farmer,0.9109968825175268,0.6572186636096775,0.47718751513989777,0.14736889951852453
farmers,0.8851639402311037,0.5871556064906982,0.5332052730706216,0.20496901056215186
farms,0.7869416853685057,0.4817596325504311,0.593791003140171,0.2867230936816862
ferrocarril,0.0,0.0,0.0,0.0
flloca,0.9348405122756958,0.976780092716217,0.7119982182979584,0.6178201377391815
flood,0.8878215834979089,0.7089078670808224,0.4260183295842567,0.2185296233589878
flooding,0.877229487919744,0.7150700823156203,0.408127091869593,0.19486707590391583
floods,0.8919188545781598,0.7149089363406796,0.45545975666861893,0.22201823245625904
forest,0.714294394461581,0.46509206515239915,0.9089095637397281,0.6594980474852872
forestal,0.7514795399073398,0.5555874791673638,0.9419921383713231,0.7456772876056758
forestiere,0.0,0.0,0.0,0.0
forestry,0.7799055991645457,0.4869945635978382,0.8723354920875227,0.572315880339104
forests,0.7636869299745115,0.4923475802840092,0.9016011677751846,0.6222574020910775
forêt,0.8904676326998958,0.5398241372572051,0.9157609851272018,0.5649408876068063
forêts,0.8641057992974918,0.5845561507157981,0.8956869254509608,0.5713387198435763
fotowoltaiczne,0.0,0.0,0.0,0.0
fuel,0.5536775215225325,0.4463511968947412,0.8495869977368834,0.7126976689941235
gas,0.5284612377651319,0.46804273499163407,0.942556750721046,0.878218412857661
gases,0.5300716702765393,0.4480102139168254,0.9339223130841121,0.857889732641873
gaz,0.6915890857195243,0.6480782927276615,0.9471120605101953,0.9060237932090576
gazów,0.0,0.0,0.0,0.0
gcf,0.9109593314396871,0.9152315781488047,0.8268750964047072,0.7945861685295383
gef,0.8708249912917159,0.6929991409353172,0.7949314078756871,0.5771147882324139
geotermia,0.5176043212413788,0.36994498223066324,0.9722029566764832,0.9034934639930725
geothermal,0.33722978607932136,0.26224730525221396,0.9619010233167392,0.9242754293911493
ghg,0.5885906223814155,0.6251123831065934,0.9476463302623394,0.9299526217740116
global warming,0.8055860785686452,0.7678983273065608,0.7840791885619578,0.6951274917987378
grazing,0.8284597092618545,0.503225321318799,0.6360902847566953,0.27618431991625886
green,0.7444334314844093,0.5288639034809092,0.888521637763526,0.6486225428079834
greenhouse,0.546304387722834,0.48922343189883893,0.9450121690188685,0.8798358737564032
greening,0.7323720722838685,0.46451041804925525,0.9438936327710564,0.6864957292966637
grid,0.3660516455702113,0.306028911095888,0.9608792182546935,0.9109049575651966
grids,0.38275661708803865,0.33660130429308155,0.977793854636115,0.9556713992947931
grille,0.0,0.0,0.0,0.0
géothermique,0.6036655008792877,0.6772417922814687,0.9838184912999471,0.9917728106180826
harvest,0.8724028916216232,0.49180281388534,0.519191491247063,0.1602153501466808
harvests,0.8108209446072578,0.49133604671806097,0.4507520589977503,0.17586285733462617
hydro,0.651282412088231,0.5684410215796609,0.7328118504662263,0.5726474322574703
hydroelectric,0.4433542061597109,0.3582646066788584,0.8141648452728987,0.6667919036699459
hydroelectriques,0.5185639262199402,0.4734481871128082,0.9661388993263244,0.9417772889137268
hydropower,0.45300303924044494,0.3365767574011299,0.8944120689442283,0.7660441435873508
hydroélectrique,0.4114226872722308,0.29605205439858967,0.9204152938392427,0.8038557569185892
ifad,0.8968565473480831,0.585040082430674,0.5996987913099546,0.24038253808837562
interconnection,0.3911754669887679,0.1758418075208153,0.9538679846695491,0.768813685647079
interconnexion,0.5485894531011581,0.33281640868101803,0.9117563856499535,0.7113646923431328
inun daciones,0.0,0.0,0.0,0.0
inundacion,0.0,0.0,0.0,0.0
inundaciones,0.9570700973272324,0.8745815753936768,0.7072685435414314,0.495181692764163
inundación,0.0,0.0,0.0,0.0
iucn,0.8720645278289512,0.6659341498554961,0.8516488980401207,0.5844898190399682
klimatanpassning,0.9141755816819784,0.8411565910686146,0.6907504234280619,0.5032805603427383
kyoto,0.7981552162340709,0.8187606334686279,0.6512005637798991,0.6643824098365647
l'électricité,0.0,0.0,0.0,0.0
land,0.8166046079713851,0.5312930486447403,0.708964363000942,0.3964954921766615
land,0.8166046079713851,0.5312930486447403,0.708964363000942,0.3964954921766615
landdegradatie,0.0,0.0,0.0,0.0
lands,0.7724602964951058,0.49429116075497276,0.749130121060424,0.4199697165785379
lcf,0.6631921222981285,0.3211608503342551,0.7228977829217911,0.3332841416327831
lignes,0.7694625250603023,0.5551874430997199,0.696841330120438,0.45409174547775794
limpio,0.0,0.0,0.0,0.0
lines,0.5301434068342313,0.30452174549638633,0.7829458750784397,0.5636819918479598
lowlands,0.8778492988962115,0.6200387830084021,0.5966819633137096,0.2623685287368117
líneas,0.6311106185118357,0.4543599672615528,0.8331129550933838,0.5329102867593368
mangrove,0.8812555342077095,0.6184217492553675,0.7605880781590382,0.4347741845124793
mangroves,0.8524851988662373,0.6596314691781223,0.7689275234550624,0.521695797198585
marine,0.8475356485525315,0.5426331299081952,0.6643249964637851,0.2839909150021743
meteorological,0.9159036220241619,0.8809904919396485,0.46259152656921776,0.3225991330660319
meteorologique,0.0,0.0,0.0,0.0
meteorologiques,0.951918363571167,0.9890342950820923,0.6836816370487213,0.7467114925384521
meteorology,0.9091177313935523,0.8812862266512478,0.42386089236128566,0.2540555372468981
meteorológica,0.957849383354187,0.8785951733589172,0.8286025822162628,0.4504089802503586
meteorológicos,0.0,0.0,0.0,0.0
mini-reseaux,0.0,0.0,0.0,0.0
mitigación,0.8283363071580728,0.779200067743659,0.8631747588515282,0.7955091570814451
mitigated,0.7279738446076711,0.39851219741006694,0.699789988497893,0.34119195279975734
mitigating,0.8168045004089195,0.6355562389755329,0.639695646847228,0.39394478392731175
mitigation,0.825411367391054,0.7060503617133084,0.7780765060324845,0.6200106660323174
montane,0.8807587325572968,0.7246571809053421,0.7371045380830765,0.5296115487813949
montreal,0.47046282572878734,0.35441897223807045,0.8411664691236284,0.6970717146164841
mw,0.2296612930636034,0.22774745169894914,0.9766110473490776,0.9692337819447754
météorologique,0.9502153992652893,0.9676884889602662,0.3994870066642761,0.39972043931484225
météorologiques,0.9609176209994725,0.9415997330631528,0.30544136932918003,0.2299941771796771
nationally determined contribution,0.6961698273108119,0.6944697224313304,0.9225947938504673,0.8849461238299098
nationally determined contributions,0.7522821546792984,0.6975918968841434,0.8902651020288468,0.8344892963916063
natural,0.8499819837681898,0.554116005877791,0.6721529867868238,0.32544631225198956
nature,0.8339045599355179,0.5192318394194306,0.7646316609782796,0.4062923555123148
naturelles,0.9150305759637527,0.672828798070608,0.7032366890425437,0.37371164131575957
ndc,0.7701206988532026,0.7530173876867542,0.9202370087633718,0.8770962821776574
ndcs,0.7169315011093491,0.6416742354001206,0.9182595718175846,0.8494746468373036
ocean,0.8383565293672758,0.5968136667918701,0.6393363340542867,0.30035111559793737
odnawialne,0.0,0.0,0.0,0.0
odpadów,0.0,0.0,0.0,0.0
organic,0.8123358729929208,0.4457229927521401,0.6578763756222619,0.26472605181673464
ozone,0.40442104177439914,0.2959584964110571,0.9161761201479856,0.8228477716226789
paris,0.7927109445810943,0.6951815573345012,0.8562955424891716,0.7250388155810789
pastorales,0.8992848119070364,0.5460999231179093,0.621170700636021,0.21271803257120553
pays sec,0.0,0.0,0.0,0.0
permaculture,0.860336834192276,0.44984917193651197,0.6614804714918137,0.15505717452615497
photovoltaic,0.26240467093884945,0.23911587305007165,0.9537053785540841,0.9082878937161613
plant,0.6395548356866295,0.413999989843631,0.7038367029787465,0.4470231027892706
plantacji,0.0,0.0,0.0,0.0
plantation,0.7516816094517708,0.44730099601050216,0.7983026802539825,0.49294041326890387
plantations,0.7512037263706673,0.5222603198963889,0.8658330960329189,0.6167025462464365
planting,0.8013197024983745,0.528665151957783,0.7052447469003739,0.425593659206624
plants,0.5759359214031053,0.3743019167160961,0.7780693369822766,0.5573515513574449
power,0.45825559006012345,0.3494437401679887,0.8632063064214528,0.7418463217605378
preparedness,0.8464079048677251,0.61419210443407,0.38437011955177475,0.15623238767315256
propre,0.6584917652336034,0.3991163492266258,0.8023336824368347,0.5872598813889041
pv,0.24340002964866364,0.21633626320951824,0.9572918836848211,0.9304608507397569
railway,0.42536288499832153,0.11886929423333358,0.8320394399074408,0.3957377187191294
railways,0.5598594099283218,0.22216679935809222,0.9578286781907082,0.6878661084920168
rains,0.9071128986230711,0.7355945097600541,0.49080807806515114,0.2449120503464123
recycle,0.5557011812925339,0.28253779958256264,0.8939168317751451,0.6439035832881927
recycled,0.5742560499347746,0.3162980802298989,0.8030750323086977,0.4654818610288203
recycling,0.5399048761834228,0.24342173472830345,0.8213448195999103,0.4769426883819203
redd,0.45770126581192017,0.3775481216954412,0.9709959138322759,0.9211082962652047
reforestation,0.8683763274424513,0.6472809728248123,0.766967667240492,0.4590092855571231
remediation,0.679947170500572,0.25884400437084526,0.6201118505918063,0.17663555090817118
remote sensing,0.7782904008742083,0.5314067215658724,0.49447647702287545,0.22481745756654578
renewable,0.4521617724983404,0.3754683987902349,0.947154491830526,0.8806738872785229
renewables,0.470486156642437,0.41872732844504135,0.9730097036207875,0.9313777002596086
renouvelable,0.594095488650757,0.4634179629777607,0.9568260108169756,0.8719500558156716
renouvelables,0.5474312000464057,0.4467477709159394,0.9290681191693957,0.8681893751860779
residuos,0.723015906555312,0.5072929844526308,0.8963709771633148,0.6447627360799483
resilience,0.9187398097968658,0.7435823993624484,0.5161222191943885,0.28169946653538375
resilient,0.909753269476995,0.7567468557833026,0.6184743940388248,0.3843354717174566
restoration,0.8756427793049761,0.7052651724091982,0.7569661578934663,0.5333541897362821
retrofitting,0.4770994037389755,0.4995641012986501,0.9792084991931915,0.9776187141736349
reuse,0.6743931701859912,0.418961556615761,0.8331903283660477,0.572987959097215
rice,0.8615718114595472,0.48888689035584043,0.49798054334941816,0.14692354117994383
rio,0.7753396937302475,0.5534431647734138,0.780946277338883,0.5062858640248405
risk insurance,0.9289656318724155,0.9135603172083696,0.3719224017113447,0.2788439371312658
risk reduction,0.9242820980500993,0.7964469427082609,0.43430135243111084,0.2344342118296523
rolnej,0.0,0.0,0.0,0.0
rolniczej,0.0,0.0,0.0,0.0
réseau,0.7618285133464247,0.5431194978848319,0.6463415926995397,0.4222484990336126
réseaux,0.7785399511136526,0.4885084448279413,0.7102126175069188,0.3752207431893659
résilience,0.9364231290937901,0.8118213210766096,0.529077423599071,0.3130746570661006
satellite,0.7612221372024767,0.5636473223727582,0.5260698807308044,0.29320602380167476
sea,0.8063296555745892,0.5032411565653694,0.6427291935433078,0.2717504131847843
seascape,0.9267589896917343,0.7195936441421509,0.5771342366933823,0.32558811083436007
season,0.8457504995456038,0.6135207612803856,0.44797531134167384,0.20923784682021815
sequestration,0.8252904598127332,0.7123118589321772,0.8979962713885725,0.7646567531322178
sequia,0.9710753560066224,0.9348661303520204,0.5927361249923706,0.209925964474678
sequias,0.947376161813736,0.8486276268959045,0.8048683255910873,0.5349586512893438
sequía,0.9464997500181198,0.8686438798904419,0.687271486967802,0.4384758733212948
sequía,0.9464997500181198,0.8686438798904419,0.687271486967802,0.4384758733212948
sequías,0.931088775396347,0.8819107413291931,0.584778867661953,0.4305707961320877
soil,0.8702539037954569,0.6487379074013712,0.6009407116137528,0.29395194697755916
solaire,0.4729665230880392,0.4240864669071867,0.8878079992025456,0.8296584863651623
solaires,0.4320935175607079,0.3773093716682572,0.9169216720681441,0.872550302430203
solar,0.40635909260465547,0.33691344034866005,0.8988163950478929,0.8162424739808417
solarization,0.1723250150680542,0.0747063159942627,0.968606412410736,0.9551048874855042
sols,0.9522491856699898,0.7956458778076229,0.6075602067368371,0.3396127526537471
soneczn,0.0,0.0,0.0,0.0
spalinowych,0.0,0.0,0.0,0.0
species,0.822233363920081,0.4581916845543722,0.7563274222368424,0.3557969095016442
suelos,0.893655925989151,0.8452051083246866,0.877114882071813,0.7061411688725153
sustainability,0.7835180318223416,0.4645590741068485,0.7267121123438721,0.37948103530047744
sustainable,0.7877525064955798,0.47521665916077893,0.6977136537656901,0.3512229973070127
sustainably,0.7855908859029903,0.4598109237858241,0.6476439692953349,0.3416087127788736
sustentablemente,0.0,0.0,0.0,0.0
sécheresse,0.9400987333439766,0.7508701334925408,0.3656448693351543,0.1600670387096544
terre,0.8622391710552988,0.6123630259586852,0.7336587253722209,0.381768192627314
terres,0.9128200543093514,0.6940088196416626,0.6714240476176455,0.40551683909448605
territorial,0.7903301123570019,0.44208987051493315,0.7696632172656834,0.3756261392755414
territory,0.7481393522812404,0.35218355090330367,0.7442152175404455,0.3206989523866956
tierra,0.860685333609581,0.5840568162500859,0.8679370313882828,0.5198127605021
tierras,0.9006077349185944,0.6215655706822872,0.867456728219986,0.47438894137740134
tolerant,0.8361846788509472,0.5983053603385752,0.43273182253579834,0.178799677136782
transmisión,0.1475880444049835,0.09886122867465015,0.980507880449295,0.9858768582344056
transmission,0.3865944037609028,0.19936439088978475,0.8390504834665493,0.655785705810742
tropical,0.7387444451156813,0.5654660256675227,0.6814219757561156,0.4806267363865944
uicn,0.9104752898216247,0.6917453169822693,0.7909683525562287,0.5526835650205613
unfccc,0.8172980698735215,0.7421343100018972,0.8282669526199962,0.7237800247144214
upcycling,0.36112787077824277,0.2666333996069928,0.5836911102135977,0.34349447116255755
vegetation,0.8025703634086409,0.5533558379924088,0.6794880712241457,0.35440211555217965
verte,0.8463453326722701,0.6841250605908015,0.8735364651937279,0.623887668899763
vias ferreas,0.0,0.0,0.0,0.0
waste,0.611314283507078,0.3150103916299029,0.8201078533234925,0.5163503666747463
water,0.8347973602792111,0.5346912600213616,0.5679791911019058,0.2538097467551167
watershed,0.9078863681350624,0.6665077845241812,0.5464577687214751,0.27127966414931237
weather,0.9119796067884524,0.8255927204192706,0.4155838614865525,0.28442689243653047
weatherization,0.0,0.0,0.0,0.0
wildlife,0.8135816623978581,0.3720942047682214,0.8259917575839564,0.3707074938434447
wind,0.4205938584770367,0.44057373581513476,0.8984385810460255,0.8627696793028123
windpower,0.18116272240877151,0.2227437831461429,0.9530296325683594,0.948026031255722
zielona,0.0,0.0,0.0,0.0
zone,0.8614547275347153,0.5800351457207034,0.6647727586858466,0.3096165851321128
zones,0.8781604850179845,0.5946800663667653,0.6198655936492463,0.2915356001161253
écologique,0.8713687824410036,0.6667570654097774,0.8192866611371347,0.48676495772675366
écologiques,0.9194262586534023,0.7546811851789244,0.6915800753049552,0.3934673294716049
écosystème,0.829814076423645,0.47287813093209147,0.7510059211327105,0.3496319068671793
écosystèmes,0.9263863395899534,0.7458109648855911,0.7588639073073864,0.47141410888765345
écosystémiques,0.9487815761566162,0.8431566217541695,0.8359233817458153,0.6543257123231888
électrique,0.3898759414255619,0.273681455925107,0.9520855808258056,0.8829849027842284
émission,0.8310072837131364,0.751597993674555,0.8732105546763965,0.793000862534557
émissions,0.690395710306863,0.6529434817377477,0.9058670088648796,0.8674829439260066
énergie,0.6161352383948507,0.45011667303208797,0.8948726160895257,0.7457087927054437
énergétique,0.5406823842171228,0.4215912512450848,0.9475161562550742,0.8931638754482539
éolienne,0.6137606561183929,0.67595676779747,0.8474728941917418,0.8533869385719299
